Sentence,Schema,Schema Slot,Slot Value,Pattern,Lexical Trigger,Target LM,Target CM,Source LM,Source CM,Sentence ID,,
"Manger went on the offensive with ads that accused the Democratic freshman representative of driving Southampton College into bankruptcy while he was an administrator at the school, while NRCC ads attacked the incumbent for not supporting U.S. troops.",01 Health and Safety,Threatened,incumbent,,attacked,incumbent,Elections,attacked,War,381828,,
» RE: Logical fallacy of the Left: You can't stop gun violence by attacking guns Posted by: drobinson2,01 Health and Safety,Threatened,guns,,attacking,guns,Guns,attacking,War,2461061,,
"He attacks corporations, he attacks those who've worked hard to accumulate wealth for their families (good for them!), he attacks the banking industry, he attacks taxpayers by raising taxes.",01 Health and Safety,Threatened,taxpayers,,attacks,taxpayers,Taxation,attacks,War,2377903,,
"Our scientist, after fighting off an invasion of red tape, puts together his ideas into a product which looks like a completed puzzle from one angle.",01 Health and Safety,Threatened,red tape,,invasion,red tape,Bureaucracy,invasion,War,152479,,
An invasion of wealth may not suit their interests.,01 Health and Safety,Threatened,wealth,,invasion,wealth,Wealth,invasion,War,2378567,,
"They've been able to hold off new gun control in New York thanks to a Republican controlled senate, but after 2008, there's a real danger of the state sinking into the gun control abyss if the Democrats regain control.",02 Journey,Agent,New York,NA,NA,gun control,Control of Guns,abyss,Abyss,2376897,,
"I am therefore hijacking the terminology again, and declaring America on the edge of a gun control cliff.",02 Journey,Agent,America,NA,NA,gun control,Control of Guns,cliff,Abyss,2377544,,
It also witnessed the evolution of the Senate from agent of compromise to an elite club of powerful committee chairmen.,02 Journey,Agent,Senate,,evolution,Senate,Government,evolution,Animal/Plant/Science,1973602,,
"As federal gun control retreated, so too did symbolic state legislative attempts to nullify it",02 Journey,Agent,gun control,,retreated,gun control,Control of Guns,retreated,Backward Movement,2376921,,
"So, that money, which had raced forcibly far upstream of pieces and their implementations, retreated.",02 Journey,Agent,money,,retreated,money,Wealth,retreated,Backward Movement/War,2565136,,
Legislation prevents lawful gun owners from bringing their guns on these premises.,02 Journey,Agent,gun owners,,prevents,gun owners,Guns,prevents,Barrier,2741051,,
"He is an expert on trade policy, farm policy, civil liberties, and the growth of government.",02 Journey,Agent,government,,growth,government,Government,growth,Crop,2664925,,
"And yes, if I were allowed to cash out right now, I know for a fact that I would have a whole lot more money growth from it when I'm old than what the government is doing with it.",02 Journey,Agent,money,,growth,money,Wealth,growth,Crop,2508522,,
"Alpheus says: Jul 8, 2014 at 1:01 pm Although I generally want to keep my distance from New Jersey, and so I technically shouldn't care about what goes on there, I'm always a little happy when gun rights advance, or in this case, when they don't lose ground.",02 Journey,Agent,gun rights,,advance,gun rights,Gun Rights,advance,Forward Movement,2377389,,
Are we just going to believe the proponents of democracy when they say that democracy has advanced beyond this?,02 Journey,Agent,democracy,,advanced,democracy,Democracy,advanced,Forward Movement,2009719,,
The government of Iraq today has advanced from the Hussein dictatorship and its partial democracy is one desirable development.,02 Journey,Agent,government,,advanced,government,Government,advanced,Forward Movement,2665491,,
The reality is that firearm safety has not meaningfully advanced in the past century.,02 Journey,Agent,firearm safety,,advanced,firearm safety,Guns,advanced,Forward Movement,3678562,,
"$20,000 minimum new money advanced at closing.",02 Journey,Agent,money,,advanced,money,Wealth,advanced,Forward Movement,3017650,,
Because of me six more people are active in gun rights advancement and each of them invite people to go to the range with us; we have one or two new shooters each time.,02 Journey,Agent,gun rights,,advancement,gun rights,Gun Rights,advancement,Forward Movement,2377385,,
"This political base seemed modest but offered a venue for possible advancement of a carbon tax, especially given the likely role of Ways and Means in approving any comprehensive climate bill given its considerable influence on legislation with fiscal ramifications.",02 Journey,Agent,carbon tax,,advancement,carbon tax,Taxation,advancement,Forward Movement,3125298,,
"The treaties have been approved by the Senate, and Congress has given the agencies regulatory authority; so without any oversight the federal bureaucracy advances the global agenda.",02 Journey,Agent,bureaucracy,,advances,bureaucracy,Bureaucracy,advances,Forward Movement,3119601,,
"Gun control advances in the Senate, Democrats thank MSM for propaganda April 11, 2013",02 Journey,Agent,Gun control,[agent] advances,advances,Gun control,Control of Guns,advances,Forward Movement,2378622,,
"November 12, 2008: Ecuador government advances Zamora Hydroelectric Complex",02 Journey,Agent,government,,advances,government,Government,advances,Forward Movement,2621668,,
The power to create wealth advances the kingdom of God in a very significant way.,02 Journey,Agent,wealth,,advances,wealth,Wealth,advances,Forward Movement,3125417,,
Not every action can justify the democracy progression.,02 Journey,Agent,democracy,,progression,democracy,Democracy,progression,Forward Movement,3118276,,
" Although I generally want to keep my distance from New Jersey, and so I technically shouldn't care about what goes on there, I'm always a little happy when gun rights advance, or in this case, when they don't lose ground.",02 Journey,Agent,gun rights,[agent] advance,advance,gun rights,Gun Rights,advance,Forward Movement/Journey,2377389,,
"And as democracy advances in the region, a international group of leading Muslim scholars is leading an effort to define an Islamic basis for citizenship and the rights of minorities.",02 Journey,Agent,democracy,,advances,democracy,Democracy,advances,Forward Movement/Journey,761081,,
"The citizens of NJ let their gun rights fly out the window, thats their problem.",02 Journey,Agent,gun rights,[agent] fly,fly,gun rights,Gun Rights,fly out,Journey,NA,,
"Share Opinions of presidential hopeful Rudolph Giuliani vary at Chelsea's West Side Rifle and Pistol Range: The staff and customers describe the former mayor's gun control journey as everything from ""opportunistic"" to ""realistic.""",02 Journey,Agent,gun control,,journey,gun control,Control of Guns,journey,Journey,2377572,,
"I can't remember a more tortuous election journey, where we have been subjected to repeated violence of speech and thought, outrage, anger, bold-faced lies and people talking past one another instead of to each other in a way that promotes understanding and respect.",02 Journey,Agent,election,,journey,election,Elections,journey,Journey,3118921,,
"That puts us that much further ahead in our wealth journey because he's got the experience, he's got great staff and he knows all the geography.",02 Journey,Agent,wealth,,journey,wealth,Wealth,journey,Journey,3122882,,
Gun Owners of America and others that have come on board to replace the NRA in our national gun rights quest are doing a great service for us.,02 Journey,Agent,gun rights,,quest,gun rights,Gun Rights,quest,Journey,2377587,,
"During his yearlong poverty quest, Ryan repeatedly stressed the inadequacy of federal programs, along with the need for better-off members of society to give their time to the poor.",02 Journey,Agent,poverty,,quest,poverty,Poverty,quest,Journey,3121033,,
"The poverty sojourn is slated to begin Sunday, July 15, in -- can you guess where?",02 Journey,Agent,poverty,,sojourn,poverty,Poverty,sojourn,Journey,3121034,,
"Like many beautiful ideas, however, democracy travels through our minds shadowed by its doubles – bad ideas that are close enough to easily mistaken for the real thing.",02 Journey,Agent,democracy,[agent] travels,travels,democracy,Democracy,travels,Journey,761556,,
Urban and Rural Crime Section 3: Gun Ownership Trends and Demographics,02 Journey,Agent,Gun Ownership,,Trends,Gun Ownership,Guns,Trends,Movement,2891277,,
"They've been able to hold off new gun control in New York thanks to a Republican controlled senate, but after 2008, there's a real danger of the state sinking into the gun control abyss if the Democrats regain control.",02 Journey,Barrier,gun control,[barrier] abyss,abyss,gun control,Control of Guns,abyss,Abyss,2376897,,
